graph_id,shape_id,block_type,batch_size,seq_len,hidden_dim,intermediate_dim,dtype,candidate_id,is_baseline,rewrite_family,plan_desc,num_measure_runs,latency_p50_ms,latency_mean_ms,latency_std_ms,latency_cv,latency_rank_within_graph
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.062463998794555664,0.0628735989332199,0.0012844301033293835,0.020428767004313186,6
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.07577600330114365,0.0762880027294159,0.0019741334124816347,0.02587737706915256,3
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.07680000364780426,0.07782400051752726,0.0017932168294002625,0.02304195129362953,5
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.06963200122117996,0.07024640118082365,0.0020919025723975197,0.029779498127066782,1
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.06963200122117996,0.07014400114615758,0.0025047910356084256,0.035709269426892905,2
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.07577600330114365,0.07628800248106321,0.0014661432917381888,0.01921853035937238,4
g00_013,s0_seq128,transformer_mlp_swiglu,1,128,768,3072,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.08089599758386612,0.08191999793052673,0.002147961248213909,0.026220230743114935,6
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.08294399827718735,0.08352426514029503,0.00222286447503737,0.02661339757139608,3
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.08396799862384796,0.08430933207273483,0.0018381368764434237,0.02180229437540363,5
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.07577600330114365,0.07632213532924652,0.0028320367401457247,0.0371063614497758,2
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.07475200295448303,0.07570773536960283,0.0019053598773252401,0.02516730777936141,1
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.08294399827718735,0.08417279869318009,0.0035413242510583874,0.04207207442355502,4
g00_014,s0_seq128,transformer_mlp_swiglu,1,128,1024,3072,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.08806400001049042,0.08857600018382072,0.001974135280408935,0.022287473766167305,6
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.09113600105047226,0.09205760136246681,0.0024426218454108727,0.026533624700836103,1
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.09932799637317657,0.10028373127182325,0.0027721647285228897,0.027643214840189993,6
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.09113600105047226,0.09256960128744443,0.00395357743543684,0.04270924126766309,3
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.09113600105047226,0.09188693463802337,0.0017121198693309419,0.018632897876892023,4
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.09113600105047226,0.0915456011891365,0.002221553746416393,0.02426718179311077,2
g00_015,s0_seq128,transformer_mlp_swiglu,1,128,1280,3328,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.09625600278377533,0.09663146908084551,0.0023571770643150526,0.024393472299825535,5
g00_016,s0_seq128,transformer_mlp_swiglu,1,128,1536,3072,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.09728000313043594,0.09728000238537789,0.0013481574041258044,0.013858525607195558,4
g00_016,s0_seq128,transformer_mlp_swiglu,1,128,1536,3072,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.09523200243711472,0.09625600179036459,0.0025497382062888365,0.02648913479537512,3
g00_016,s0_seq128,transformer_mlp_swiglu,1,128,1536,3072,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.08908800035715103,0.08936106711626053,0.0021305332827482627,0.023841851395713487,2
